,Borehole ID,Latitude,Longitude,Elevation (ft),In-situ Test #,Test Elevation (ft),SPTN,Layer #,Layer Top Elevation (ft),Layer Bottom Elevation (ft),Soil Description,USCS,Lithology,Density / Consistency
3642,1871,47.51839483,-122.2676468,100.8,1,98.3,33.0,1,100.8,96.8,"Light brown and gray clay with sand, plastic, moist, hard.",CL,Sandy clay,Hard
3643,1871,47.51839483,-122.2676468,100.8,2,95.8,78.0,2,96.8,93.8,"Red-brown sand with silt, moist, dense.",SP-SM,Silty sand,Very Dense
3644,1871,47.51839483,-122.2676468,100.8,3,93.3,57.0,3,93.8,91.8,"Brown-gray sandy silt, moist, slightly plastic, hard.",ML,Sandy silt,Hard
3645,1871,47.51839483,-122.2676468,100.8,4,90.8,83.0,4,91.8,81.8,"Gray medium grained sand with silt, moist, very dense.",SP-SM,Silty sand,Very Dense
3646,1871,47.51839483,-122.2676468,100.8,5,88.3,69.0,4,91.8,81.8,"Gray medium grained sand with silt, moist, very dense.",SP-SM,Silty sand,Very Dense
3647,1872,47.51855894,-122.2678546,99.0,1,96.5,71.0,1,99.0,92.0,"Light brown-gray, silty sand, moist, very dense",SM,Silty sand,Very Dense
3648,1872,47.51855894,-122.2678546,99.0,3,91.5,83.0,2,92.0,80.0,"Brown-gray fine grained sand with silt, moist, very dense",SP-SM,Sand,Very Dense
3649,1872,47.51855894,-122.2678546,99.0,4,86.5,70.0,2,92.0,80.0,"Brown-gray fine grained sand with silt, moist, very dense",SP-SM,Sand,Very Dense
3650,1872,47.51855894,-122.2678546,99.0,5,81.5,43.0,2,92.0,80.0,"Brown-gray fine grained sand with silt, moist, very dense",SP-SM,Sand,Dense
3651,1889,47.6241885,-122.3168912,387.1,1,384.6,15.0,2,386.1,382.6,"Brown, gravelly silty sand, very moist, loose to medium-dense",SM,Silty sand,Medium
3652,1889,47.6241885,-122.3168912,387.1,2,379.6,19.0,3,382.6,379.1,"Brown, gravelly, silty clayey sand, wet, medium-dense",SM,Clayey sand,Medium
3653,1889,47.6241885,-122.3168912,387.1,3,374.6,27.0,5,375.1,371.1,"Gray sandy silt, wet, medium-stiff",ML,Sandy silt,Very stiff
3654,1889,47.6241885,-122.3168912,387.1,4,369.6,15.0,6,371.1,364.1,"Gray, gravelly silty sand, wet, loose to medium-dense with saturated small gravel lenses",SM,Silty sand,Medium
3655,1889,47.6241885,-122.3168912,387.1,5,364.6,88.0,6,371.1,364.1,"Gray, gravelly silty sand, wet, loose to medium-dense with saturated small gravel lenses",SM,Silty sand,Very Dense
3656,1889,47.6241885,-122.3168912,387.1,6,359.6,89.0,7,364.1,358.1,"Brown sand with some silt, very dense layers",SP-SM,Sand,Very Dense
3657,1890,47.62415403,-122.3169914,385.8,1,383.3,5.0,1,385.8,380.8,"Brown, gravelly silty sand, moist, loose",SM,Fill,Loose
3658,1890,47.62415403,-122.3169914,385.8,2,378.3,90.0,2,380.8,366.8,"Red-brown, gravelly silty sand, wet, very dense",SM,Silty sand,Very Dense
3659,1890,47.62415403,-122.3169914,385.8,3,373.3,50.0,2,380.8,366.8,"Red-brown, gravelly silty sand, wet, very dense",SM,Silty sand,Dense
3660,1890,47.62415403,-122.3169914,385.8,4,368.3,61.0,2,380.8,366.8,"Red-brown, gravelly silty sand, wet, very dense",SM,Silty sand,Very Dense
3661,1900,47.57381954,-122.346478,14.4,1,13.4,4.0,2,13.4,5.4,"Black silty sand, loose, saturated with metal and wood fragments occasional angular gravel, and medium fine sand",SM,Silty sand,Very loose
3662,1900,47.57381954,-122.346478,14.4,2,9.9,1.0,2,13.4,5.4,"Black silty sand, loose, saturated with metal and wood fragments occasional angular gravel, and medium fine sand",SM,Silty sand,Very loose
3663,1900,47.57381954,-122.346478,14.4,3,7.4,2.0,2,13.4,5.4,"Black silty sand, loose, saturated with metal and wood fragments occasional angular gravel, and medium fine sand",SM,Silty sand,Very loose
3664,1900,47.57381954,-122.346478,14.4,4,6.4,3.0,2,13.4,5.4,"Black silty sand, loose, saturated with metal and wood fragments occasional angular gravel, and medium fine sand",SM,Silty sand,Very loose
3665,1900,47.57381954,-122.346478,14.4,5,5.4,7.0,3,5.4,-0.09999999999999964,"Gray, silty fine to medium sand, medium dense, saturated occasional lenses or pockets of organic silt",SM,Silty sand,Loose
3666,1900,47.57381954,-122.346478,14.4,6,1.9000000000000004,11.0,3,5.4,-0.09999999999999964,"Gray, silty fine to medium sand, medium dense, saturated occasional lenses or pockets of organic silt",SM,Silty sand,Medium
3667,1900,47.57381954,-122.346478,14.4,7,-2.0999999999999996,9.0,4,-0.09999999999999964,-31.6,"Dark gray fine to medium sand, medium dense, saturated with a trace of silt and occasional thin lenses of soft silt",SP,Sand,Loose
3668,1900,47.57381954,-122.346478,14.4,8,-3.0999999999999996,17.0,4,-0.09999999999999964,-31.6,"Dark gray fine to medium sand, medium dense, saturated with a trace of silt and occasional thin lenses of soft silt",SP,Sand,Medium
3669,1900,47.57381954,-122.346478,14.4,9,-9.6,10.0,4,-0.09999999999999964,-31.6,"Dark gray fine to medium sand, medium dense, saturated with a trace of silt and occasional thin lenses of soft silt",SP,Sand,Loose
3670,1900,47.57381954,-122.346478,14.4,10,-12.1,12.0,4,-0.09999999999999964,-31.6,"Dark gray fine to medium sand, medium dense, saturated with a trace of silt and occasional thin lenses of soft silt",SP,Sand,Medium
3671,1900,47.57381954,-122.346478,14.4,11,-13.1,28.0,4,-0.09999999999999964,-31.6,"Dark gray fine to medium sand, medium dense, saturated with a trace of silt and occasional thin lenses of soft silt",SP,Sand,Dense
3672,1900,47.57381954,-122.346478,14.4,12,-19.1,21.0,4,-0.09999999999999964,-31.6,"Dark gray fine to medium sand, medium dense, saturated with a trace of silt and occasional thin lenses of soft silt",SP,Sand,Medium
3673,1900,47.57381954,-122.346478,14.4,13,-24.1,33.0,4,-0.09999999999999964,-31.6,"Dark gray fine to medium sand, medium dense, saturated with a trace of silt and occasional thin lenses of soft silt",SP,Sand,Dense
3674,1900,47.57381954,-122.346478,14.4,14,-27.1,7.0,4,-0.09999999999999964,-31.6,"Dark gray fine to medium sand, medium dense, saturated with a trace of silt and occasional thin lenses of soft silt",SP,Sand,Loose
3675,1900,47.57381954,-122.346478,14.4,15,-28.1,23.0,4,-0.09999999999999964,-31.6,"Dark gray fine to medium sand, medium dense, saturated with a trace of silt and occasional thin lenses of soft silt",SP,Sand,Medium
3676,1900,47.57381954,-122.346478,14.4,16,-34.1,18.0,6,-32.6,-37.6,"Gray interlayered silt to fine sand, medium stiff, saturated thin veins of peat",ML-SP,Silt,Medium
3677,1900,47.57381954,-122.346478,14.4,17,-37.6,10.0,7,-37.6,-40.6,"Dark gray fine to medium sand and gray silt, medium dense, saturated with occasional thin seams of peat",SP-ML,Sand,Loose
3678,1900,47.57381954,-122.346478,14.4,18,-47.6,8.0,8,-40.6,-60.6,"Dark gray fine to medium sand, medium dense, saturated occasional layers of soft gray silt",SP,Sand,Loose
3679,1900,47.57381954,-122.346478,14.4,19,-57.6,15.0,8,-40.6,-60.6,"Dark gray fine to medium sand, medium dense, saturated occasional layers of soft gray silt",SP,Sand,Medium
3680,1900,47.57381954,-122.346478,14.4,20,-67.6,10.0,10,-64.6,-85.6,"Dark gray, silty very fine sand, medium dense, saturated with occasional seams of soft to stiff gray silt and relatively clean fine to medium sand with a trace of silt",SM,Silty sand,Loose
3681,1900,47.57381954,-122.346478,14.4,21,-72.6,15.0,10,-64.6,-85.6,"Dark gray, silty very fine sand, medium dense, saturated with occasional seams of soft to stiff gray silt and relatively clean fine to medium sand with a trace of silt",SM,Silty sand,Medium
3682,1900,47.57381954,-122.346478,14.4,22,-77.6,17.0,10,-64.6,-85.6,"Dark gray, silty very fine sand, medium dense, saturated with occasional seams of soft to stiff gray silt and relatively clean fine to medium sand with a trace of silt",SM,Silty sand,Medium
3683,1900,47.57381954,-122.346478,14.4,23,-82.6,22.0,10,-64.6,-85.6,"Dark gray, silty very fine sand, medium dense, saturated with occasional seams of soft to stiff gray silt and relatively clean fine to medium sand with a trace of silt",SM,Silty sand,Medium
3684,1900,47.57381954,-122.346478,14.4,24,-87.6,11.0,11,-85.6,-100.6,"Dark, gray fine sand, medium dense, saturated",SP,Sand,Medium
3685,1900,47.57381954,-122.346478,14.4,25,-92.6,12.0,11,-85.6,-100.6,"Dark, gray fine sand, medium dense, saturated",SP,Sand,Medium
3686,1900,47.57381954,-122.346478,14.4,26,-97.6,19.0,11,-85.6,-100.6,"Dark, gray fine sand, medium dense, saturated",SP,Sand,Medium
3687,1900,47.57381954,-122.346478,14.4,27,-102.6,10.0,12,-100.6,-106.6,"Gray silt, medium stiff, saturated with a trace of very fine sand and a trace of clay",ML,Silt,Stiff
3688,1900,47.57381954,-122.346478,14.4,28,-107.6,19.0,13,-106.6,-114.6,"Dark gray, silty fine sand, medium dense, saturated",SM,Silty sand,Medium
3689,1901,47.57501651,-122.3465599,14.4,1,12.4,15.0,1,14.4,11.4,"Brown, silty sandy gravel, medium dense, saturated",GM,Sandy gravel,Medium
3690,1901,47.57501651,-122.3465599,14.4,2,11.4,13.0,2,11.4,0.40000000000000036,"Dark gray silty sand, medium dense, saturated with occasional gravel and wood fragments",SM,Silty sand,Medium
3691,1901,47.57501651,-122.3465599,14.4,3,9.4,10.0,2,11.4,0.40000000000000036,"Dark gray silty sand, medium dense, saturated with occasional gravel and wood fragments",SM,Silty sand,Loose
3692,1901,47.57501651,-122.3465599,14.4,4,8.4,13.0,2,11.4,0.40000000000000036,"Dark gray silty sand, medium dense, saturated with occasional gravel and wood fragments",SM,Silty sand,Medium
3693,1901,47.57501651,-122.3465599,14.4,5,4.4,4.0,2,11.4,0.40000000000000036,"Dark gray silty sand, medium dense, saturated with occasional gravel and wood fragments",SM,Silty sand,Very loose
3694,1901,47.57501651,-122.3465599,14.4,6,2.4000000000000004,20.0,2,11.4,0.40000000000000036,"Dark gray silty sand, medium dense, saturated with occasional gravel and wood fragments",SM,Silty sand,Medium
3695,1901,47.57501651,-122.3465599,14.4,7,-0.5999999999999996,18.0,3,0.40000000000000036,-28.1,"Gray fine to medium sand, medium dense, saturated with a trace of silt and occasional wood fragments",SP,Sand,Medium
3696,1901,47.57501651,-122.3465599,14.4,8,-2.5999999999999996,38.0,3,0.40000000000000036,-28.1,"Gray fine to medium sand, medium dense, saturated with a trace of silt and occasional wood fragments",SP,Sand,Dense
3697,1901,47.57501651,-122.3465599,14.4,9,-5.6,31.0,3,0.40000000000000036,-28.1,"Gray fine to medium sand, medium dense, saturated with a trace of silt and occasional wood fragments",SP,Sand,Dense
3698,1901,47.57501651,-122.3465599,14.4,10,-8.6,35.0,3,0.40000000000000036,-28.1,"Gray fine to medium sand, medium dense, saturated with a trace of silt and occasional wood fragments",SP,Sand,Dense
3699,1901,47.57501651,-122.3465599,14.4,11,-11.1,28.0,3,0.40000000000000036,-28.1,"Gray fine to medium sand, medium dense, saturated with a trace of silt and occasional wood fragments",SP,Sand,Dense
3700,1901,47.57501651,-122.3465599,14.4,12,-12.6,31.0,3,0.40000000000000036,-28.1,"Gray fine to medium sand, medium dense, saturated with a trace of silt and occasional wood fragments",SP,Sand,Dense
3701,1901,47.57501651,-122.3465599,14.4,13,-17.1,19.0,3,0.40000000000000036,-28.1,"Gray fine to medium sand, medium dense, saturated with a trace of silt and occasional wood fragments",SP,Sand,Medium
3702,1901,47.57501651,-122.3465599,14.4,14,-18.1,25.0,3,0.40000000000000036,-28.1,"Gray fine to medium sand, medium dense, saturated with a trace of silt and occasional wood fragments",SP,Sand,Dense
3703,1901,47.57501651,-122.3465599,14.4,15,-21.6,18.0,3,0.40000000000000036,-28.1,"Gray fine to medium sand, medium dense, saturated with a trace of silt and occasional wood fragments",SP,Sand,Medium
3704,1901,47.57501651,-122.3465599,14.4,16,-23.1,17.0,3,0.40000000000000036,-28.1,"Gray fine to medium sand, medium dense, saturated with a trace of silt and occasional wood fragments",SP,Sand,Medium
3705,1901,47.57501651,-122.3465599,14.4,17,-26.6,18.0,3,0.40000000000000036,-28.1,"Gray fine to medium sand, medium dense, saturated with a trace of silt and occasional wood fragments",SP,Sand,Medium
3706,1901,47.57501651,-122.3465599,14.4,18,-28.1,17.0,4,-28.1,-29.6,"Gray, silty fine sand, medium dense, saturated",SM,Silty sand,Medium
3707,1901,47.57501651,-122.3465599,14.4,19,-30.6,25.0,5,-29.6,-35.6,"Dark gray fine sand, dense, saturated a trace of silt and wood fragments",SP,Sand,Dense
3708,1901,47.57501651,-122.3465599,14.4,20,-32.6,32.0,5,-29.6,-35.6,"Dark gray fine sand, dense, saturated a trace of silt and wood fragments",SP,Sand,Dense
3709,1901,47.57501651,-122.3465599,14.4,21,-36.1,7.0,6,-35.6,-36.6,"Gray clayey silt, medium stiff, saturated",ML,Clayey silt,Medium
3710,1901,47.57501651,-122.3465599,14.4,22,-37.6,21.0,8,-37.1,-40.6,"Gray sandy silt, medium stiff, saturated with occasional lenses of silty, very fine sand",ML,Sandy silt,Very stiff
3711,1901,47.57501651,-122.3465599,14.4,23,-41.6,16.0,9,-40.6,-49.6,"Dark gray, silty fine sand, medium dense, saturated with occasional seams of fine to medium sand and a trace of wood fragments",SM,Silty sand,Medium
3712,1901,47.57501651,-122.3465599,14.4,24,-47.1,18.0,9,-40.6,-49.6,"Dark gray, silty fine sand, medium dense, saturated with occasional seams of fine to medium sand and a trace of wood fragments",SM,Silty sand,Medium
3713,1901,47.57501651,-122.3465599,14.4,25,-52.1,19.0,10,-49.6,-59.6,"Dark gray fine sand, medium dense, saturated with a trace of silt",SP,Sand,Medium
3714,1901,47.57501651,-122.3465599,14.4,26,-57.1,25.0,10,-49.6,-59.6,"Dark gray fine sand, medium dense, saturated with a trace of silt",SP,Sand,Dense
3715,1901,47.57501651,-122.3465599,14.4,27,-62.6,5.0,11,-59.6,-66.6,"Gray silt, medium stiff, saturated with some very fine sand and occasional concretions",ML,Silt,Medium
3716,1901,47.57501651,-122.3465599,14.4,28,-71.6,9.0,13,-67.6,-74.6,"Gray silt, medium stiff, saturated with occasional shell fragments",ML,Silt,Stiff
3717,1901,47.57501651,-122.3465599,14.4,29,-77.6,20.0,14,-74.6,-82.1,"Gray, silty fine sand, medium dense, saturated with occasional wood fragments",SM,Silty sand,Medium
3718,1901,47.57501651,-122.3465599,14.4,30,-82.6,17.0,15,-82.1,-86.6,"Dark gray, medium fine sand, medium dense, saturated a trace of silt",SP,Sand,Medium
3719,1901,47.57501651,-122.3465599,14.4,31,-87.6,14.0,16,-86.6,-111.6,"Gray, silty, very fine sand, medium dense, saturated occasional zones of gray sandy silt",SM,Silty sand,Medium
3720,1901,47.57501651,-122.3465599,14.4,32,-92.6,29.0,16,-86.6,-111.6,"Gray, silty, very fine sand, medium dense, saturated occasional zones of gray sandy silt",SM,Silty sand,Dense
3721,1901,47.57501651,-122.3465599,14.4,33,-97.6,28.0,16,-86.6,-111.6,"Gray, silty, very fine sand, medium dense, saturated occasional zones of gray sandy silt",SM,Silty sand,Dense
3722,1901,47.57501651,-122.3465599,14.4,34,-103.1,29.0,16,-86.6,-111.6,"Gray, silty, very fine sand, medium dense, saturated occasional zones of gray sandy silt",SM,Silty sand,Dense
3723,1901,47.57501651,-122.3465599,14.4,35,-108.1,43.0,16,-86.6,-111.6,"Gray, silty, very fine sand, medium dense, saturated occasional zones of gray sandy silt",SM,Silty sand,Dense
3724,1901,47.57501651,-122.3465599,14.4,36,-112.6,21.0,17,-111.6,-116.1,"Gray silt, stiff, saturated with some sand",ML,Silt,Very stiff
3725,1901,47.57501651,-122.3465599,14.4,37,-119.6,30.0,18,-116.1,-120.1,"Dark gray, silty fine sand, dense, saturated",SM,Silty sand,Dense
3726,1905,47.57376643,-122.3467152,14.0,1,13.0,29.0,2,13.5,12.0,"Gray to brown sandy gravel, medium dense, damp with a trace of silt",GW,Sandy gravel,Dense
3727,1905,47.57376643,-122.3467152,14.0,2,11.0,27.0,3,12.0,9.0,"Brown, well graded gravelly sand, medium dense, damp with a trace of silt",SW,Gravelly sand,Dense
3728,1905,47.57376643,-122.3467152,14.0,3,8.0,10.0,4,9.0,4.0,"Dark brown, well graded sandy gravel, medium dense, moist with a trace of silt and occasional metallic debris",GW,Sandy gravel,Loose
3729,1905,47.57376643,-122.3467152,14.0,4,6.5,7.0,4,9.0,4.0,"Dark brown, well graded sandy gravel, medium dense, moist with a trace of silt and occasional metallic debris",GW,Sandy gravel,Loose
3730,1905,47.57376643,-122.3467152,14.0,5,3.0,3.0,5,4.0,1.5,"Dark brown, silty fine to medium sand, loose, wet with occasional angular gravel",SM,Silty sand,Very loose
3731,1905,47.57376643,-122.3467152,14.0,6,1.5,3.0,6,1.5,-1.5,"Silty gravel, loose, wet with a trace of sand and occasional glass fragments",GM,Silty gravel,Very loose
3732,1905,47.57376643,-122.3467152,14.0,7,-1.0,8.0,6,1.5,-1.5,"Silty gravel, loose, wet with a trace of sand and occasional glass fragments",GM,Silty gravel,Loose
3733,1905,47.57376643,-122.3467152,14.0,8,-4.0,9.0,7,-1.5,-17.5,"Gray fine to medium sand, loose, wet with a trace of silt and occasional wood fragments",SP,Sand,Loose
3734,1905,47.57376643,-122.3467152,14.0,9,-7.0,11.0,7,-1.5,-17.5,"Gray fine to medium sand, loose, wet with a trace of silt and occasional wood fragments",SP,Sand,Medium
3735,1905,47.57376643,-122.3467152,14.0,10,-12.0,21.0,7,-1.5,-17.5,"Gray fine to medium sand, loose, wet with a trace of silt and occasional wood fragments",SP,Sand,Medium
3736,1905,47.57376643,-122.3467152,14.0,11,-17.0,12.0,7,-1.5,-17.5,"Gray fine to medium sand, loose, wet with a trace of silt and occasional wood fragments",SP,Sand,Medium
3737,1938,47.58887793,-122.3184448,270.0,1,267.5,4.0,1,270.0,264.5,"Gray-brown silty sand, dry, very loose, with gravel",,Fill,
3738,1938,47.58887793,-122.3184448,270.0,2,262.5,8.0,2,264.5,259.5,"Light orange-brown, slightly silty sand, slightly moist, loose, with gravel, poorly sorted",,Fill,
3739,1938,47.58887793,-122.3184448,270.0,3,257.5,37.0,3,259.5,254.5,"Light to medium brown, moist dense sand, with silt and gravel, medium sorted",SP,Sand,Dense
3740,1938,47.58887793,-122.3184448,270.0,4,252.5,38.0,4,254.5,249.5,"Light gray-brown, moist, dense, slightly silty sand with gravel, poorly sorted",SP,Sand,Dense
3741,1938,47.58887793,-122.3184448,270.0,5,247.5,50.0,5,249.5,246.0,"Light gray-brown, moist to wet, dense, slightly silty sand with gravel",SP,Sand,Dense
3742,1942,47.58966107,-122.3174582,300.8,1,298.3,43.0,2,298.8,294.8,"Brown, damp, silty, fine to medium grained sand with minor small gravel",,Silty sand,
3743,1942,47.58966107,-122.3174582,300.8,2,293.3,30.0,3,294.8,289.8,"Brown, moist, silty, gravelly, fine to medium grained sand",SM,Gravelly sand,Dense
3744,1942,47.58966107,-122.3174582,300.8,3,288.3,61.0,4,289.8,284.8,"Brown, wet, fine to coarse grained sand",SM,Sand,Very Dense
3745,1942,47.58966107,-122.3174582,300.8,4,282.3,55.0,5,284.8,280.8,"Brown, moist, gravelly, fine to coarse grained sand",SW,Gravelly sand,Very Dense
3746,1943,47.58929119,-122.3176158,296.1,1,292.6,50.0,2,295.1,290.1,"Tan, dry, silty, gravelly, fine to medium grained sand",SM,Gravelly sand,Dense
3747,1943,47.58929119,-122.3176158,296.1,2,288.6,47.0,3,290.1,285.1,"Brown, wet, silty, gravelly, fine to coarse grained sand",SM,Gravelly sand,Dense
3748,1943,47.58929119,-122.3176158,296.1,5,272.6,74.0,4,285.1,271.1,"Brown, moist, gravelly, fine to coarse grained sand",SW,Gravelly sand,Very Dense
3749,1944,47.58919074,-122.3175516,296.5,1,293.0,8.0,2,295.5,285.5,"Brown, damp to moist, silty, fine grained sand with minor gravel",SM,Silty sand,Loose
3750,1944,47.58919074,-122.3175516,296.5,4,278.0,70.0,3,285.5,275.5,"Brown, wet, gravelly, fine to coarse grained sand",SW,Gravelly sand,Very Dense
